,age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit,tenencia_ahorros,tenencia_corriente,tenencia_cdt,tenencia_tdc,tenencia_lb,tenencia_vehiculo,ingresos,egresos,saldo_captacion,saldo_tdc,monto_trx_tdc,cantidad_trx_tdc,saldo_lb,saldo_veh,monto_trx_debito,cantidad_trx_debito
7551,31,admin.,married,secondary,0,174.7195033407151,1,0,cellular,500.8541466101964,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,1343.5553033188437,1232.7485609114328,12692.385159538988,9174.475514328828,159.66087857149478,48.087979043824745,,,3781.3002227143406,16.109048739301524
7562,43,blue-collar,married,,0,-238.19399937860993,1,0,unknown,41.36312316447328,11,-1,0,unknown,0,1.0,,0.0,1.0,,0.0,841.1625174804925,534.5260237816875,22207.21774463221,13655.078858083636,-197.6542993824794,11.64214130117382,,,4587.0667080926705,30.91863096582189
7565,38,management,single,secondary,0,447.83083159547334,1,0,cellular,396.97462802171435,4,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3360.6018000199215,3054.4101826158612,12311.965748719413,4264.775278345847,386.73362022998685,7.718328052511389,,,2922.055439698224,29.838549012005288
7612,55,management,married,secondary,0,,1,0,unknown,319.84117922106566,2,-1,0,unknown,0,1.0,0.0,0.0,,0.0,0.0,1324.1128429643068,1085.5243666099345,4337.641443715085,3920.3371953412807,3159.437912120369,16.908326641304374,,,5171.681064206872,
7617,37,management,,tertiary,0,427.2372569684559,1,0,cellular,65.89346203034864,2,104,2,success,0,1.0,,0.0,,,0.0,,3258.2750994818957,6963.7268851483295,9366.961489163681,,35.39382384460842,,,1949.1504645637244,14.910173801486957
7625,33,technician,,tertiary,0,-400.47789888661373,1,0,cellular,109.93024386868686,3,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,2969.68319191349,2742.246686375658,,-1269.1612596446594,170.08497016849492,16.597854365204704,,,,15.730926262397224
7627,34,admin.,single,tertiary,0,544.6780085267293,1,0,unknown,250.3473995173543,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2775.2525832288648,2434.3260384156565,11453.662993753893,10872.470787001677,,18.343962713086917,,,,26.416457531946534
7635,45,management,married,unknown,0,9099.998705506465,1,0,unknown,124.90077762951782,63,-1,0,unknown,0,1.0,0.0,1.0,1.0,,0.0,2446.715820464136,2270.902371771842,11058.218789523893,,2552.575095802519,37.01218814461232,,,2933.2470337642735,28.170528739217342
7644,35,blue-collar,married,secondary,0,,1,0,unknown,60.82025768498077,17,-1,0,unknown,0,1.0,,1.0,1.0,0.0,0.0,2056.741877319948,,15157.866667087857,7037.388751543836,-610.8880711556799,3.391272482519174,,,3906.0357791729025,-15.104964265301241
7646,35,blue-collar,married,,0,2106.783590023257,1,0,unknown,488.4327232168112,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,,3184.0861678051106,3006.380534971136,9037.496269509033,-168.72424089013384,371.11805707298606,33.29382597247743,,,3185.572668217152,14.902464081060419
7648,26,services,single,secondary,0,,1,0,cellular,333.0687513571835,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,4792.26697306086,4173.99597649665,25063.631418435787,2382.746599934041,19.466397223907872,,,4196.569993171782,8.952233989300073
7651,38,admin.,married,secondary,0,396.2916905783726,1,0,cellular,96.53530613342562,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4224.964438234898,4017.0386640278884,,12513.619154144493,1326.4658582254522,6.839678467053563,,,4352.7793718915045,14.82093044926879
7654,37,blue-collar,married,secondary,0,13906.814151636632,1,0,unknown,289.50573979223213,5,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2923.8762853054923,2668.8835010271405,14060.958591719986,11936.091088511208,1308.0915917991554,36.55497749885046,,,,-8.80098276323599
7655,29,blue-collar,married,,0,673.2794187477637,1,0,cellular,254.40286062031336,5,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,3026.1423920052343,2913.972489200439,12869.95485880953,,2098.9480306475525,9.031396283499475,,,2551.961249850911,27.51865392613827
7667,57,services,,primary,0,1802.7501374383608,1,0,telephone,193.51770964850988,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,,1920.2209552135262,1834.4311406814904,8614.923176115324,15223.96147449776,1822.6697429184437,18.534091434990657,,,4650.009162557379,43.1215112865229
7677,49,blue-collar,,unknown,0,,1,0,unknown,1007.1338753735112,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,4526.149338942129,4308.090442487661,10179.657463387039,3340.3783327488454,109.17322127882062,26.323236020217276,,,3924.6273422351665,25.94845023767307
7678,37,management,married,tertiary,0,,1,0,unknown,666.0528252257029,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,6229.0262752304525,6040.617393694507,10092.065073710995,6686.471417014946,2840.284348785337,70.04037876988474,,,7765.532239120681,11.1064741820805
7682,40,blue-collar,married,primary,0,-4.310257408958819,1,0,unknown,103.77300624740013,3,-1,0,unknown,0,1.0,1.0,1.0,1.0,0.0,0.0,2069.115154888853,1829.2931716248304,13508.023667947049,5743.48532448267,,33.66044476931359,,,845.9828394027454,3.441379253016173
7690,55,blue-collar,single,tertiary,0,433.3904713086719,1,0,unknown,714.6889962905244,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,5156.082217356586,5026.783537040416,9393.450019274414,,2297.8182815214595,16.464777975333487,,,6892.698087244795,18.70253888937033
7692,40,unemployed,divorced,secondary,0,1053.574818385784,1,0,unknown,351.387971569067,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,5584.040957616901,5408.125636134592,8485.026776894958,15807.21135071749,1789.5581725655552,10.274892723019414,,,3838.3212257189325,26.415994150460975
7693,27,technician,,secondary,0,950.1588497337949,1,0,cellular,301.3589432205374,1,355,1,failure,0,1.0,0.0,1.0,1.0,0.0,0.0,331.83171473753515,248.91213953393813,,7975.381614708395,1122.3942259638345,,,,4610.5899822529955,30.745326628608716
7696,30,self-employed,single,,0,609.5527698291676,1,0,unknown,159.25771069757087,4,-1,0,unknown,0,0.0,1.0,0.0,,0.0,0.0,2106.381081176753,,8643.776207639256,13748.411109596364,1721.5377963879723,42.56027979274039,,,1770.184655277838,33.11054196757768
7699,57,management,,secondary,0,,1,0,telephone,54.77912124923464,5,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3517.403728522789,3398.6825325303903,10603.638513000715,643.8643532133374,2715.9259991221543,29.13546108491315,,,2196.482383151895,15.954077620299836
7713,55,blue-collar,married,secondary,0,2914.893546180336,1,0,cellular,358.09936087996863,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,-1016.3644343157025,-1104.9560996643302,10558.10091864518,1566.0073388449837,1848.780574273895,-12.163681351389123,,,3726.236412022402,26.252480493909573
7725,53,management,single,tertiary,0,770.9345466972435,1,0,unknown,164.32396953443376,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,228.8159926101963,-5.450837445142028,10490.47286152024,5138.411614133882,1727.8291403432704,21.503386611525617,,,3062.303113149566,9.96840679601444
7728,33,entrepreneur,married,tertiary,0,614.6129313935716,1,0,cellular,197.28143555343703,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,,0.0,4262.051194485916,3999.5830922614286,,17021.367344661776,1503.7836264474715,39.25505113790768,,,240.86209290477245,21.83610447563274
7730,39,blue-collar,divorced,primary,1,-241.58420853897306,1,0,unknown,208.50400259340455,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3295.3573383310904,3086.344482940048,9632.717572845539,-203.00635023303403,2694.5755114392787,27.0837458760549,,,3161.052764068463,13.994337495608267
7733,52,blue-collar,married,primary,0,,1,0,cellular,225.4376750214187,2,170,2,failure,0,1.0,0.0,1.0,,0.0,0.0,3764.0697750990953,3643.983960534207,6010.488572662689,8404.35751891336,,20.03227159796999,,,3177.2832629236846,32.24303028399051
7753,30,blue-collar,single,,0,1048.270655698725,1,0,cellular,59.49222259243004,3,329,1,failure,0,1.0,0.0,0.0,1.0,0.0,0.0,4193.167300167299,3988.2445087954875,7657.041156905204,-10384.848136630604,654.4288963058965,-8.360773407712987,,,2084.7103799150073,-2.0472838095679897
7757,32,services,,secondary,0,262.933538069861,1,0,cellular,162.1413801935756,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,,4589.67699766303,4370.427805266237,7562.6927666009715,9904.5629320662,1679.0217994508112,9.091123238016657,,,5062.235871324069,
7764,31,blue-collar,married,secondary,0,5431.68989335137,1,0,cellular,307.0004005790405,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,0.0,,3447.4242372044323,12608.0473546762,,616.765257435458,32.33325237032666,,,5445.992890091375,23.196515915715167
7783,31,technician,single,secondary,0,1247.5738655349285,1,0,cellular,213.54857413501097,3,-1,0,unknown,0,1.0,1.0,0.0,,0.0,0.0,3883.7835268527733,3718.250128576545,10256.61011485342,7516.358034042542,-650.0030307988925,42.2412776909601,,,1371.5910356619029,7.393644609294192
7784,31,blue-collar,married,secondary,0,1700.9561219136453,1,0,cellular,347.8315592872116,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,0.0,,5805.149420398537,7873.671326938531,15821.452708745615,1047.6553659580534,35.207282268086416,,,2397.07479424303,-13.878454805160892
7790,47,technician,married,secondary,0,1604.3221594340505,1,0,cellular,286.30451677249334,1,369,2,failure,0,1.0,0.0,0.0,1.0,0.0,0.0,4813.141583597529,4721.44239675891,4686.810451057069,8831.572874711193,,,,,1888.1439622700375,53.74283418839527
7800,40,services,divorced,primary,0,59.39583592273175,1,0,cellular,187.33948103259974,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3152.6926153493882,2957.6858516985226,14277.78897832316,7457.933794331966,1722.4015903920256,23.143174237430703,,,3359.722394848783,25.63710601106088
7801,38,entrepreneur,married,primary,0,430.90923864818956,1,0,cellular,117.8050686710919,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3779.774582883555,3545.515165215335,11933.850582367852,5067.374856009766,752.9351548700671,,,,5060.615909879306,7.716275455607212
7807,28,management,single,tertiary,0,,1,0,unknown,137.42240139145838,2,-1,0,unknown,0,1.0,0.0,,1.0,0.0,0.0,3244.1961239719835,,5919.9835309415985,-1351.5651569026213,-517.5241233602967,17.715428489857384,,,3887.2262843537123,13.647387639528215
7809,31,services,single,secondary,0,250.05016148630216,1,0,cellular,479.79837875464443,1,-1,0,unknown,0,1.0,,0.0,1.0,0.0,0.0,2934.3922617131784,2776.336459556352,,14912.039420087905,402.6014357293773,35.90633283168345,,,,11.88389850209022
7811,32,blue-collar,single,secondary,0,172.79160080146733,1,0,cellular,271.0732187168887,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2935.316538024932,,10428.972891857265,9055.56735475906,-18.472485251975286,-16.450140423820244,,,1986.1067200978223,
7812,34,self-employed,single,tertiary,0,2038.747883082291,1,0,cellular,503.6146729356111,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,4434.298070408457,4202.724095503919,,11833.915722159258,-382.7973423738358,,,,6049.85887215274,22.974269716361512
7819,35,technician,divorced,secondary,0,2912.1856527114696,1,0,cellular,229.0560805048254,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,865.390262484163,731.1623180379879,13133.194992154627,,1982.6194892422948,4.483960296272617,,,5612.376847431303,
7822,58,technician,,secondary,0,64.82110548280741,1,0,cellular,70.44124315217191,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,,,1495.4408179548445,10967.435565340722,4165.4209988192415,1096.2428568480416,3.808464666710943,,,3988.073698853827,51.89894010618545
7835,30,technician,single,,0,,1,0,cellular,348.7473634194754,1,-1,0,unknown,0,0.0,1.0,0.0,1.0,0.0,0.0,3579.8517545420495,3370.3825843552027,,4397.296750665169,218.39269798156022,-11.528626677348452,,,580.6429683308816,11.6968458623678
7850,58,self-employed,married,secondary,0,79.58233904313143,1,0,unknown,284.65278131227603,9,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4743.042464776113,,12270.39801204654,,186.94600018024812,,,,4972.155936208762,28.097714123073942
7851,23,blue-collar,single,secondary,0,54.41303671208118,1,0,cellular,35.15440822216121,5,350,2,failure,0,1.0,0.0,0.0,1.0,0.0,0.0,3115.6485518127606,,10136.996158402138,856.0925986347411,2041.043182887899,14.314910392732221,,,3294.2024474720783,
7858,35,technician,,secondary,0,385.77589298614487,1,0,unknown,290.8899138081637,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3673.105790708956,,6849.943098685357,,1072.8487493270563,,,,1051.7261990763243,0.32058876334411934
7864,51,management,divorced,tertiary,0,1359.4195098504188,1,0,unknown,269.5593145048456,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4152.7799086878495,,5464.140245896588,12191.88786550647,1097.619083396274,6.754599990081612,,,5827.967323361246,10.023037086186406
7866,31,services,single,secondary,0,,1,0,cellular,248.2837473646077,2,140,6,failure,0,1.0,0.0,1.0,1.0,0.0,0.0,-209.03411719507815,,14035.618788876458,-5899.703862509334,2695.4329614666403,25.40646468413422,,,4083.750307995999,12.209719780492824
7871,26,technician,single,secondary,0,227.7434433385191,1,0,unknown,480.2844381274068,1,-1,0,unknown,0,1.0,1.0,0.0,1.0,0.0,0.0,3607.339254712394,3451.9582195413277,10661.458802988125,,1093.142719825058,-19.09622858727861,,,316.22955590127367,8.564955059994418
7880,29,management,single,secondary,0,,1,0,unknown,212.94417466910227,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,4447.805746795286,13655.306158726344,15224.765157552854,1733.2284771598747,12.911221342978616,,,2496.8958828356863,19.082508937037378
7891,53,management,,primary,0,13946.651346375953,1,0,cellular,69.9173231596821,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,,0.0,,2719.1041145774125,651.8442524597948,13713.092760442478,2598.5198907130593,30.77344463075152,,,2710.089758396915,29.540624175141076
7904,45,admin.,married,secondary,0,265.0816179358624,1,0,unknown,170.3698627490441,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3440.182572912867,,11533.07083203042,2074.2757237756277,-623.8932809833648,14.781023614048063,,,1938.7745290574935,-9.827633924962804
7905,36,management,single,tertiary,0,944.8823333734317,1,0,unknown,258.6200665019524,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,1807.843782836244,1612.4282842418122,,,947.5121955106388,-7.401473423814689,,,4258.822224895447,-1.779472765385755
7907,48,blue-collar,married,primary,0,,1,0,unknown,294.7564389320405,6,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,3989.2424480540963,3859.3748282766837,9720.70704087498,6541.857609838677,446.10938075426225,35.12992257746348,,,5102.681388274179,19.22402813831824
7913,34,management,single,tertiary,0,68.03587594502484,1,0,cellular,257.5791529002509,2,-1,0,unknown,0,1.0,0.0,1.0,1.0,,0.0,2114.209566234289,,9573.792352769204,4872.101415355858,2818.5470797130497,23.65942355147936,,,2269.058396334989,25.833272087065364
7914,53,self-employed,married,primary,0,116.97815682484426,1,0,unknown,253.21686550085943,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,5621.198604515495,5334.320280252996,13875.446507953788,17564.824277800653,923.4789678342175,5.2142996765599925,,,7065.210454989618,-5.315252351948949
7923,51,admin.,divorced,secondary,0,-279.9708225511397,1,0,cellular,137.37879282803817,2,-1,0,unknown,0,1.0,,1.0,1.0,0.0,0.0,,,14857.407980160116,-431.54596005999883,688.74413974959,16.308622008915425,,,3535.278496590686,40.32257660806337
7932,28,unemployed,single,,1,-248.45964659899826,1,0,unknown,114.75912262036947,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,,12104.928272581243,10631.371988534243,-541.9457880199795,26.292360427993238,,,6636.023560066782,39.7957040843058
7940,57,retired,married,secondary,0,64.40677750358441,1,0,cellular,163.73501360192154,1,363,4,failure,0,1.0,0.0,0.0,1.0,0.0,0.0,,3388.724500044061,,19785.67674353425,235.1773854095768,35.33707704238865,,,3960.451833572294,1.1554885718972372
7954,29,admin.,single,secondary,0,,1,0,unknown,345.36405210090015,1,-1,0,unknown,0,1.0,0.0,,1.0,0.0,0.0,1293.5631416402712,1154.7910686008204,3658.1523855894325,9346.704408162623,650.1819158740458,31.15192486786755,,,5078.576505707999,30.929346248583073
7961,32,services,married,secondary,0,,1,0,unknown,167.89396323263082,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,5628.920444516435,5502.0099463959705,8332.435812883834,-2669.908750790024,252.1940987350921,22.122928382611384,,,,17.003971628489253
7962,31,management,single,tertiary,0,4363.715546740422,1,0,cellular,351.82849359043803,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2005.3091633477634,,,,354.74336211824664,3.1902634260307607,,,1847.7031160281108,19.79670277007299
7965,26,student,single,secondary,0,585.5222859270327,1,0,telephone,123.83265446347535,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4501.6780402467275,4390.37841371987,12144.734207640447,5148.468359812264,-470.3211687216592,22.44120554651918,,,5234.819061802185,24.437441978480237
7968,57,technician,married,secondary,0,975.3589029087783,1,0,cellular,1286.3840918630635,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3756.9301415616073,3729.970466106065,9082.628046756281,7844.503408051041,1200.6352908911556,,,,1357.260193918551,
7973,43,unemployed,single,,0,746.9423347744647,1,0,unknown,336.83863143595903,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4349.909371742722,4169.569097761714,,9117.342473109282,585.9776681995407,15.207599686624,,,2929.488984964312,9.13302794027546
7977,36,admin.,single,secondary,0,,1,0,cellular,434.18223139984633,2,-1,0,unknown,0,1.0,1.0,1.0,1.0,0.0,0.0,1765.3876559465218,1553.8419238453603,3262.7120758656056,7728.76118173809,866.9394809954522,25.600784921938633,,,3247.8126641470644,34.643369770721385
7980,33,services,married,,0,82.73950591140014,1,0,unknown,225.3627124281807,1,-1,0,unknown,0,1.0,,0.0,1.0,0.0,0.0,,6325.762979542668,,-4989.565416437214,126.10056842071504,5.150370353828002,,,4715.967060760009,34.35555874087357
7989,35,management,,tertiary,0,748.0718006972152,1,0,cellular,254.70364100127392,12,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,3479.2008708285957,5466.796491445788,-605.2823019346451,1064.2492026084512,14.840250101228488,,,-461.87995351898644,27.341167851303016
7996,40,blue-collar,married,primary,0,,1,0,unknown,88.99522525843796,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,,716.599024060702,11182.368009620568,372.99366146358716,2882.62626062429,0.6082718754751113,,,3371.1641807865058,12.447237535363639
8001,30,technician,married,secondary,0,49.408403443230576,1,0,cellular,82.98191296718113,3,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,3686.032602315201,3509.4035243428466,14243.207351610976,8398.356199074142,-196.67433707303485,21.418857545677284,,,2960.560229548705,18.93731323601817
8002,28,management,single,tertiary,0,638.3552398290278,1,0,cellular,353.0823363941554,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,1533.191804695068,1403.0467226211485,16077.493877265433,11243.61339254623,1543.4149487347358,-5.197093234091863,,,,23.440419552567484
8013,36,technician,,secondary,0,3294.1238695663596,1,0,cellular,138.05085112915032,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,1675.6246673674743,,13148.124084571808,13072.558574743281,151.1003595575762,-6.565545442287018,,,-458.4086955760281,7.161508091527576
8026,53,management,married,secondary,0,92.7533231123084,1,0,cellular,110.82341312541872,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,4007.5584107069435,3936.4401706412345,,11074.604880834075,1590.8161964835851,6.383189037549085,,,2450.2215408205598,21.71240528579612
8031,29,management,married,,0,-1.0333436651839634,1,0,unknown,363.8245876247864,1,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,0.0,2178.4310281650996,2074.374751812612,12562.588080372085,10921.4621208427,572.8724135452826,20.555442671278037,,,-2.222911012264376,16.768436886977945
8036,46,services,married,,0,2579.1018366261405,1,0,cellular,174.42720209889814,1,-1,0,unknown,0,1.0,0.0,1.0,1.0,0.0,0.0,3293.3418209932265,3142.554455113906,11426.97875851815,3413.9622423824158,2309.401282755598,22.835245903365617,,,3606.789108409379,-2.5957823374588074
8042,35,technician,,secondary,0,13675.65250518398,1,0,telephone,226.30883167616807,2,-1,0,unknown,0,1.0,0.0,0.0,1.0,0.0,,5092.3387764396275,4929.291251578026,14434.2393330261,9717.986614815241,1105.5346993633564,21.440321095842688,,,843.5003455986516,28.772342820187436
8047,32,admin.,married,secondary,0,92.83665803416247,1,0,cellular,337.474490591105,1,258,1,other,0,1.0,0.0,0.0,1.0,0.0,0.0,,3638.115634505948,,4652.996273564875,601.3144616746717,,,,2122.443868944164,
